,Date,Prices
0,1970-12-31,37.38
1,1970-12-30,37.42
2,1970-12-29,37.33
3,1970-12-28,37.35
4,1970-12-24,NA
5,1970-12-23,37.33
6,1970-12-22,37.67
7,1970-12-21,37.62
8,1970-12-18,37.62
9,1970-12-17,37.62
10,1970-12-16,37.56
11,1970-12-15,37.62
12,1970-12-14,37.3
13,1970-12-11,37.17
14,1970-12-10,37.15
15,1970-12-09,37.1
16,1970-12-08,37.38
17,1970-12-07,37.4
18,1970-12-04,37.54
19,1970-12-03,37.55
20,1970-12-02,37.55
21,1970-12-01,37.45
22,1970-11-30,37.54
23,1970-11-27,37.6
24,1970-11-26,37.65
25,1970-11-25,37.65
26,1970-11-24,37.6
27,1970-11-23,37.45
28,1970-11-20,37.62
29,1970-11-19,37.39
30,1970-11-18,37.46
31,1970-11-17,37.62
32,1970-11-16,37.67
33,1970-11-13,37.66
34,1970-11-12,37.35
35,1970-11-11,37.2
36,1970-11-10,37.33
37,1970-11-09,37.33
38,1970-11-06,37.1
39,1970-11-05,36.75
40,1970-11-04,37.2
41,1970-11-03,37.42
42,1970-11-02,37.65
43,1970-10-30,37.25
44,1970-10-29,38.17
45,1970-10-28,38.67
46,1970-10-27,39.01
47,1970-10-26,38.9
48,1970-10-23,38.45
49,1970-10-22,38
50,1970-10-21,37.97
51,1970-10-20,37.88
52,1970-10-19,37.6
53,1970-10-16,37.5
54,1970-10-15,37.55
55,1970-10-14,37.25
56,1970-10-13,37.42
57,1970-10-12,37.19
58,1970-10-09,36.92
59,1970-10-08,36.73
60,1970-10-07,36.67
61,1970-10-06,36.83
62,1970-10-05,36.73
63,1970-10-02,36.33
64,1970-10-01,36.38
65,1970-09-30,36.4
66,1970-09-29,36.2
67,1970-09-28,36.19
68,1970-09-25,36.15
69,1970-09-24,36.23
70,1970-09-23,36.17
71,1970-09-22,36.27
72,1970-09-21,36.24
73,1970-09-18,36.15
74,1970-09-17,36.2
75,1970-09-16,36.05
76,1970-09-15,36.2
77,1970-09-14,36.3
78,1970-09-11,36.33
79,1970-09-10,36.17
80,1970-09-09,36.25
81,1970-09-08,36.08
82,1970-09-07,36.12
83,1970-09-04,36.25
84,1970-09-03,36.27
85,1970-09-02,36.1
86,1970-09-01,35.92
87,1970-08-28,35.8
88,1970-08-27,35.73
89,1970-08-26,35.69
90,1970-08-25,35.6
91,1970-08-24,35.46
92,1970-08-21,35.41
93,1970-08-20,35.33
94,1970-08-19,35.25
95,1970-08-18,35.25
96,1970-08-17,35.24
97,1970-08-14,35.25
98,1970-08-13,35.26
99,1970-08-12,35.25
100,1970-08-11,35.23
101,1970-08-10,35.28
102,1970-08-07,35.3
103,1970-08-06,35.33
104,1970-08-05,35.32
105,1970-08-04,35.31
106,1970-08-03,35.33
107,1970-07-31,35.3
108,1970-07-30,35.3
109,1970-07-29,35.28
110,1970-07-28,35.3
111,1970-07-27,35.3
112,1970-07-24,35.31
113,1970-07-23,35.3
114,1970-07-22,35.31
115,1970-07-21,35.3
116,1970-07-20,35.31
117,1970-07-17,35.3
118,1970-07-16,35.3
119,1970-07-15,35.27
120,1970-07-14,35.31
121,1970-07-13,35.31
122,1970-07-10,35.35
123,1970-07-09,35.3
124,1970-07-08,35.3
125,1970-07-07,35.3
126,1970-07-06,35.35
127,1970-07-03,35.35
128,1970-07-02,35.44
129,1970-07-01,35.49
130,1970-06-30,35.49
131,1970-06-29,35.48
132,1970-06-26,35.45
133,1970-06-25,35.5
134,1970-06-24,35.55
135,1970-06-23,35.4
136,1970-06-22,35.39
137,1970-06-19,35.35
138,1970-06-18,35.4
139,1970-06-17,35.4
140,1970-06-16,35.38
141,1970-06-15,35.52
142,1970-06-12,35.62
143,1970-06-11,35.65
144,1970-06-10,35.55
145,1970-06-09,35.51
146,1970-06-08,35.52
147,1970-06-05,35.21
148,1970-06-04,35.19
149,1970-06-03,35.12
150,1970-06-02,35.25
151,1970-06-01,35.4
152,1970-05-29,35.45
153,1970-05-28,35.65
154,1970-05-27,35.74
155,1970-05-26,35.83
156,1970-05-22,35.89
157,1970-05-21,35.92
158,1970-05-20,35.95
159,1970-05-19,35.97
160,1970-05-18,35.96
161,1970-05-15,35.98
162,1970-05-14,35.95
163,1970-05-13,35.95
164,1970-05-12,35.98
165,1970-05-11,36.1
166,1970-05-08,36.2
167,1970-05-07,36.23
168,1970-05-06,36.23
169,1970-05-05,36.22
170,1970-05-04,35.94
171,1970-05-01,35.88
172,1970-04-30,35.85
173,1970-04-29,35.85
174,1970-04-28,35.85
175,1970-04-27,35.74
176,1970-04-24,35.8
177,1970-04-23,35.85
178,1970-04-22,35.95
179,1970-04-21,35.88
180,1970-04-20,35.8
181,1970-04-17,35.75
182,1970-04-16,35.75
183,1970-04-15,35.6
184,1970-04-14,35.75
185,1970-04-13,35.4
186,1970-04-10,35.38
187,1970-04-09,35.39
188,1970-04-08,35.38
189,1970-04-07,35.3
190,1970-04-06,35.28
191,1970-04-03,35.34
192,1970-04-02,35.38
193,1970-04-01,35.38
194,1970-03-31,35.3
195,1970-03-26,35.31
196,1970-03-25,35.27
197,1970-03-24,35.22
198,1970-03-23,35.15
199,1970-03-20,35.14
200,1970-03-19,35.23
201,1970-03-18,35.13
202,1970-03-17,35.07
203,1970-03-16,35.05
204,1970-03-13,35.03
205,1970-03-12,34.99
206,1970-03-11,34.99
207,1970-03-10,34.96
208,1970-03-09,34.95
209,1970-03-06,34.95
210,1970-03-05,34.99
211,1970-03-04,34.98
212,1970-03-03,35.01
213,1970-03-02,35
214,1970-02-27,35.02
215,1970-02-26,35
216,1970-02-25,35
217,1970-02-24,34.98
218,1970-02-23,34.98
219,1970-02-20,34.99
220,1970-02-19,34.98
221,1970-02-18,34.95
222,1970-02-17,34.98
223,1970-02-16,34.99
224,1970-02-13,34.99
225,1970-02-12,35
226,1970-02-11,35
227,1970-02-10,35.02
228,1970-02-09,35.01
229,1970-02-06,35
230,1970-02-05,35
231,1970-02-04,35
232,1970-02-03,35
233,1970-02-02,34.98
234,1970-01-30,34.99
235,1970-01-29,35.01
236,1970-01-28,34.99
237,1970-01-27,35
238,1970-01-26,34.98
239,1970-01-23,34.99
240,1970-01-22,35
241,1970-01-21,34.85
242,1970-01-20,34.8
243,1970-01-19,34.75
244,1970-01-16,34.75
245,1970-01-15,34.8
246,1970-01-14,34.85
247,1970-01-13,34.89
248,1970-01-12,34.98
249,1970-01-09,34.9
250,1970-01-08,34.95
251,1970-01-07,35
252,1970-01-06,35.05
253,1970-01-05,35.17
254,1970-01-02,35.08
255,1971-12-31,43.62
256,1971-12-30,43.55
257,1971-12-29,43.55
258,1971-12-28,43.39
259,1971-12-24,NA
260,1971-12-23,43.42
261,1971-12-22,43.35
262,1971-12-21,43.12
263,1971-12-20,42.72
264,1971-12-17,42.75
265,1971-12-16,43.17
266,1971-12-15,43.58
267,1971-12-14,43.65
268,1971-12-13,43.62
269,1971-12-10,43.69
270,1971-12-09,43.65
271,1971-12-08,43.45
272,1971-12-07,43.8
273,1971-12-06,43.98
274,1971-12-03,43.8
275,1971-12-02,43.75
276,1971-12-01,43.54
277,1971-11-30,43.6
278,1971-11-29,43.66
279,1971-11-26,43.4
280,1971-11-25,43.52
281,1971-11-24,43.42
282,1971-11-23,43.26
283,1971-11-22,43.25
284,1971-11-19,43.1
285,1971-11-18,43.12
286,1971-11-17,42.84
287,1971-11-16,42.8
288,1971-11-15,42.85
289,1971-11-12,42.7
290,1971-11-11,42.61
291,1971-11-10,42.62
292,1971-11-09,42.52
293,1971-11-08,42.4
294,1971-11-05,42.33
295,1971-11-04,42.2
296,1971-11-03,42.2
297,1971-11-02,42.33
298,1971-11-01,42.15
299,1971-10-29,42.34
300,1971-10-28,42.45
301,1971-10-27,42.48
302,1971-10-26,42.5
303,1971-10-25,42.52
304,1971-10-22,42.48
305,1971-10-21,42.48
306,1971-10-20,42.52
307,1971-10-19,42.58
308,1971-10-18,42.56
309,1971-10-15,42.55
310,1971-10-14,42.62
311,1971-10-13,42.7
312,1971-10-12,42.51
313,1971-10-11,42.51
314,1971-10-08,42.45
315,1971-10-07,42.55
316,1971-10-06,42.45
317,1971-10-05,42.42
318,1971-10-04,42.52
319,1971-10-01,42.4
320,1971-09-30,42.6
321,1971-09-29,42.6
322,1971-09-28,43.15
323,1971-09-27,42.58
324,1971-09-24,42.5
325,1971-09-23,42.24
326,1971-09-22,42.2
327,1971-09-21,42.31
328,1971-09-20,42.3
329,1971-09-17,42.05
330,1971-09-16,42.24
331,1971-09-15,41.95
332,1971-09-14,41.79
333,1971-09-13,41.62
334,1971-09-10,41.65
335,1971-09-09,41.75
336,1971-09-08,41.4
337,1971-09-07,41.65
338,1971-09-06,41.73
339,1971-09-03,41.7
340,1971-09-02,41.38
341,1971-09-01,41.1
342,1971-08-31,40.65
343,1971-08-27,41.12
344,1971-08-26,42
345,1971-08-25,42.77
346,1971-08-24,43.2
347,1971-08-23,43.3
348,1971-08-20,43.3
349,1971-08-19,43.3
350,1971-08-18,43.15
351,1971-08-17,43.05
352,1971-08-13,43
353,1971-08-12,43.25
354,1971-08-11,42.85
355,1971-08-10,43.25
356,1971-08-09,43.94
357,1971-08-06,42.56
358,1971-08-05,42.75
359,1971-08-04,42.5
360,1971-08-03,42.25
361,1971-08-02,42.35
362,1971-07-30,42.4
363,1971-07-29,42.27
364,1971-07-28,42.05
365,1971-07-27,41.9
366,1971-07-26,41.75
367,1971-07-23,41.62
368,1971-07-22,41.7
369,1971-07-21,41.16
370,1971-07-20,40.9
371,1971-07-19,41
372,1971-07-16,40.74
373,1971-07-15,40.42
374,1971-07-14,40.35
375,1971-07-13,40.31
376,1971-07-12,40.38
377,1971-07-09,40.24
378,1971-07-08,40.27
379,1971-07-07,40.25
380,1971-07-06,40.3
381,1971-07-05,40.3
382,1971-07-02,40.38
383,1971-07-01,40.24
384,1971-06-30,40.1
385,1971-06-29,39.9
386,1971-06-28,39.95
387,1971-06-25,40.1
388,1971-06-24,40.38
389,1971-06-23,40.3
390,1971-06-22,40.12
391,1971-06-21,39.95
392,1971-06-18,39.95
393,1971-06-17,39.84
394,1971-06-16,39.98
395,1971-06-15,39.59
396,1971-06-14,39.55
397,1971-06-11,39.6
398,1971-06-10,39.75
399,1971-06-09,39.92
400,1971-06-08,40.17
401,1971-06-07,40.45
402,1971-06-04,40.6
403,1971-06-03,40.6
404,1971-06-02,40.6
405,1971-06-01,40.84
406,1971-05-28,40.84
407,1971-05-27,40.7
408,1971-05-26,40.9
409,1971-05-25,41.02
410,1971-05-24,40.77
411,1971-05-21,40.98
412,1971-05-20,41.15
413,1971-05-19,40.6
414,1971-05-18,40.9
415,1971-05-17,40.7
416,1971-05-14,41.2
417,1971-05-13,40.8
418,1971-05-12,40.45
419,1971-05-11,40.2
420,1971-05-10,39.84
421,1971-05-07,39.77
422,1971-05-06,40.3
423,1971-05-05,40.1
424,1971-05-04,39.65
425,1971-05-03,39.43
426,1971-04-30,39.7
427,1971-04-29,39.45
428,1971-04-28,39.23
429,1971-04-27,38.95
430,1971-04-26,38.9
431,1971-04-23,39.05
432,1971-04-22,39.15
433,1971-04-21,38.9
434,1971-04-20,38.91
435,1971-04-19,38.95
436,1971-04-16,38.95
437,1971-04-15,38.91
438,1971-04-14,38.9
439,1971-04-13,38.95
440,1971-04-08,38.98
441,1971-04-07,38.9
442,1971-04-06,38.85
443,1971-04-05,38.89
444,1971-04-02,38.88
445,1971-04-01,38.9
446,1971-03-31,38.88
447,1971-03-30,38.8
448,1971-03-29,38.77
449,1971-03-26,38.88
450,1971-03-25,38.92
451,1971-03-24,38.89
452,1971-03-23,38.95
453,1971-03-22,38.96
454,1971-03-19,38.95
455,1971-03-18,39
456,1971-03-17,38.92
457,1971-03-16,38.9
458,1971-03-15,39
459,1971-03-12,39.04
460,1971-03-11,39
461,1971-03-10,38.84
462,1971-03-09,38.81
463,1971-03-08,38.79
464,1971-03-05,38.75
465,1971-03-04,38.75
466,1971-03-03,38.81
467,1971-03-02,38.71
468,1971-03-01,38.69
469,1971-02-26,38.8
470,1971-02-25,38.78
471,1971-02-24,38.75
472,1971-02-23,38.79
473,1971-02-22,38.75
474,1971-02-19,38.73
475,1971-02-18,38.84
476,1971-02-17,38.88
477,1971-02-16,38.95
478,1971-02-15,38.95
479,1971-02-12,38.85
480,1971-02-11,38.95
481,1971-02-10,38.85
482,1971-02-09,38.85
483,1971-02-08,38.7
484,1971-02-05,38.41
485,1971-02-04,38.46
486,1971-02-03,38.92
487,1971-02-02,38.5
488,1971-02-01,38.17
489,1971-01-29,38.05
490,1971-01-28,38.05
491,1971-01-27,38.05
492,1971-01-26,38.15
493,1971-01-25,38.05
494,1971-01-22,37.94
495,1971-01-21,38.08
496,1971-01-20,38.12
497,1971-01-19,37.9
498,1971-01-18,38.05
499,1971-01-15,38.1
500,1971-01-14,37.95
501,1971-01-13,38.02
502,1971-01-12,37.95
503,1971-01-11,37.75
504,1971-01-08,37.5
505,1971-01-07,37.39
506,1971-01-06,37.42
507,1971-01-05,37.51
508,1971-01-04,37.44
509,1972-12-29,64.9
510,1972-12-28,64.65
511,1972-12-27,65.1
512,1972-12-22,64.2
513,1972-12-21,64.2
514,1972-12-20,64.45
515,1972-12-19,65.4
516,1972-12-18,65.1
517,1972-12-15,63.92
518,1972-12-14,63.4
519,1972-12-13,63.15
520,1972-12-12,62.9
521,1972-12-11,62.9
522,1972-12-08,63.1
523,1972-12-07,63.1
524,1972-12-06,63.1
525,1972-12-05,63.1
526,1972-12-04,63.4
527,1972-12-01,64.2
528,1972-11-30,63.6
529,1972-11-29,63.5
530,1972-11-28,63.75
531,1972-11-27,64
532,1972-11-24,62.7
533,1972-11-23,62.38
534,1972-11-22,62.5
535,1972-11-21,62.55
536,1972-11-20,61.1
537,1972-11-17,60.35
538,1972-11-16,61.44
539,1972-11-15,61.98
540,1972-11-14,61.98
541,1972-11-13,62.62
542,1972-11-10,62.8
543,1972-11-09,63.1
544,1972-11-08,63.65
545,1972-11-07,63.88
546,1972-11-06,64.05
547,1972-11-03,64.15
548,1972-11-02,64
549,1972-11-01,64
550,1972-10-31,64.39
551,1972-10-30,64.55
552,1972-10-27,64.6
553,1972-10-26,64.53
554,1972-10-25,64.7
555,1972-10-24,64.8
556,1972-10-23,64.8
557,1972-10-20,65
558,1972-10-19,65.05
559,1972-10-18,64.85
560,1972-10-17,64.95
561,1972-10-16,65.1
562,1972-10-13,64.72
563,1972-10-12,64.67
564,1972-10-11,65
565,1972-10-10,65.25
566,1972-10-09,65.5
567,1972-10-06,65.5
568,1972-10-05,65.6
569,1972-10-04,65.2
570,1972-10-03,64.1
571,1972-10-02,64.15
572,1972-09-29,64.2
573,1972-09-28,64.4
574,1972-09-27,63.8
575,1972-09-26,63.95
576,1972-09-25,63.5
577,1972-09-22,63.9
578,1972-09-21,65.25
579,1972-09-20,65
580,1972-09-19,64.25
581,1972-09-18,61.25
582,1972-09-15,65.5
583,1972-09-14,66.83
584,1972-09-13,67
585,1972-09-12,66.85
586,1972-09-11,67.25
587,1972-09-08,67.1
588,1972-09-07,67.1
589,1972-09-06,67
590,1972-09-05,66.95
591,1972-09-04,66.85
592,1972-09-01,66.85
593,1972-08-31,66.88
594,1972-08-30,66.9
595,1972-08-29,66.67
596,1972-08-25,67.12
597,1972-08-24,67.35
598,1972-08-23,67.05
599,1972-08-22,67
600,1972-08-21,66.8
601,1972-08-18,66.6
602,1972-08-17,66.42
603,1972-08-16,66.5
604,1972-08-15,65.75
605,1972-08-14,65.7
606,1972-08-11,65.7
607,1972-08-10,66.75
608,1972-08-09,65.15
609,1972-08-08,66.1
610,1972-08-07,67.5
611,1972-08-04,68.5
612,1972-08-03,69
613,1972-08-02,70
614,1972-08-01,69.3
615,1972-07-31,68.3
616,1972-07-28,68.2
617,1972-07-27,66.3
618,1972-07-26,65.75
619,1972-07-25,65.53
620,1972-07-24,65.2
621,1972-07-21,65
622,1972-07-20,65.3
623,1972-07-19,64.85
624,1972-07-18,65.45
625,1972-07-17,65.5
626,1972-07-14,65
627,1972-07-13,64.9
628,1972-07-12,65.1
629,1972-07-11,65.2
630,1972-07-10,65.6
631,1972-07-07,65.3
632,1972-07-06,66
633,1972-07-05,66
634,1972-07-04,65
635,1972-07-03,65.5
636,1972-06-30,64.65
637,1972-06-29,64.5
638,1972-06-28,64
639,1972-06-27,62.8
640,1972-06-26,63.4
641,1972-06-23,63.1
642,1972-06-22,61.75
643,1972-06-21,61.25
644,1972-06-20,61.15
645,1972-06-19,61.2
646,1972-06-16,61.5
647,1972-06-15,61.05
648,1972-06-14,61.4
649,1972-06-13,61.6
650,1972-06-12,61.2
651,1972-06-09,62.5
652,1972-06-08,64.5
653,1972-06-07,64.85
654,1972-06-06,61.5
655,1972-06-05,59.5
656,1972-06-02,59.4
657,1972-06-01,59.23
658,1972-05-31,59.45
659,1972-05-30,58.55
660,1972-05-26,57.95
661,1972-05-25,57
662,1972-05-24,57.05
663,1972-05-23,57.45
664,1972-05-22,57.35
665,1972-05-19,57.05
666,1972-05-18,56.9
667,1972-05-17,57.75
668,1972-05-16,54.6
669,1972-05-15,53.1
670,1972-05-12,52.9
671,1972-05-11,53
672,1972-05-10,53.1
673,1972-05-09,53.7
674,1972-05-08,52.08
675,1972-05-05,51.05
676,1972-05-04,50.4
677,1972-05-03,50.45
678,1972-05-02,50.38
679,1972-05-01,50.35
680,1972-04-28,49.6
681,1972-04-27,49.45
682,1972-04-26,49.27
683,1972-04-25,49.27
684,1972-04-24,49.38
685,1972-04-21,49.35
686,1972-04-20,49.4
687,1972-04-19,49.4
688,1972-04-18,49.45
689,1972-04-17,49.42
690,1972-04-14,49.35
691,1972-04-13,48.95
692,1972-04-12,48.92
693,1972-04-11,48.52
694,1972-04-10,48.38
695,1972-04-07,48.35
696,1972-04-06,48.29
697,1972-04-05,48.4
698,1972-04-04,48.41
699,1972-03-30,48.38
700,1972-03-29,48.4
701,1972-03-28,48.3
702,1972-03-27,48.34
703,1972-03-24,48.35
704,1972-03-23,48.4
705,1972-03-22,48.38
706,1972-03-21,48.43
707,1972-03-20,48.38
708,1972-03-17,48.38
709,1972-03-16,48.4
710,1972-03-15,48.38
711,1972-03-14,48.41
712,1972-03-13,48.46
713,1972-03-10,48.4
714,1972-03-09,48.45
715,1972-03-08,48.12
716,1972-03-07,48.28
717,1972-03-06,48.25
718,1972-03-03,48.08
719,1972-03-02,48.23
720,1972-03-01,48.02
721,1972-02-29,48.2
722,1972-02-28,48.45
723,1972-02-25,48.48
724,1972-02-24,48.85
725,1972-02-23,48.65
726,1972-02-22,48.65
727,1972-02-21,48.65
728,1972-02-18,48.4
729,1972-02-17,48.33
730,1972-02-16,48.25
731,1972-02-15,47.95
732,1972-02-14,47.85
733,1972-02-11,48.25
734,1972-02-10,48.45
735,1972-02-09,48.1
736,1972-02-08,48.1
737,1972-02-07,47.58
738,1972-02-04,47
739,1972-02-03,48
740,1972-02-02,49.25
741,1972-02-01,48.1
742,1972-01-31,47.15
743,1972-01-28,47.35
744,1972-01-27,46.6
745,1972-01-26,46.2
746,1972-01-25,46.12
747,1972-01-24,46
748,1972-01-21,45.9
749,1972-01-20,45.9
750,1972-01-19,45.88
751,1972-01-18,45.85
752,1972-01-17,46.17
753,1972-01-14,45.92
754,1972-01-13,45.42
755,1972-01-12,45.29
756,1972-01-11,45.25
757,1972-01-10,45.75
758,1972-01-07,45.85
759,1972-01-06,45.25
760,1972-01-05,44.52
761,1972-01-04,44.38
762,1972-01-03,44
763,1973-12-31,112.25
764,1973-12-28,112
765,1973-12-27,111.75
766,1973-12-21,106.75
767,1973-12-20,108
768,1973-12-19,108.4
769,1973-12-18,109
770,1973-12-17,106.75
771,1973-12-14,105
772,1973-12-13,103.65
773,1973-12-12,104
774,1973-12-11,104.15
775,1973-12-10,105.5
776,1973-12-07,107.25
777,1973-12-06,105.75
778,1973-12-05,105
779,1973-12-04,105.5
780,1973-12-03,100.25
781,1973-11-30,101
782,1973-11-29,101.75
783,1973-11-28,101.5
784,1973-11-27,92
785,1973-11-26,90.25
786,1973-11-23,90
787,1973-11-22,90.1
788,1973-11-21,90.25
789,1973-11-20,90.5
790,1973-11-19,90
791,1973-11-16,90.25
792,1973-11-15,91.25
793,1973-11-14,90
794,1973-11-13,96.9
795,1973-11-12,97
796,1973-11-09,98.5
797,1973-11-08,98
798,1973-11-07,97.4
799,1973-11-06,98
800,1973-11-05,98
801,1973-11-02,98.5
802,1973-11-01,97
803,1973-10-31,98
804,1973-10-30,97.25
805,1973-10-29,98.25
806,1973-10-26,98.25
807,1973-10-25,100.1
808,1973-10-24,99.75
809,1973-10-23,100.75
810,1973-10-22,99.25
811,1973-10-19,101
812,1973-10-18,101.9
813,1973-10-17,103.5
814,1973-10-16,101.85
815,1973-10-15,101.25
816,1973-10-12,101.92
817,1973-10-11,103.75
818,1973-10-10,103.5
819,1973-10-09,99.6
820,1973-10-08,100.75
821,1973-10-05,98.5
822,1973-10-04,99
823,1973-10-03,99.15
824,1973-10-02,97.75
825,1973-10-01,96.75
826,1973-09-28,100
827,1973-09-27,101.25
828,1973-09-26,102.5
829,1973-09-25,101.75
830,1973-09-24,102
831,1973-09-21,103.5
832,1973-09-20,103.25
833,1973-09-19,101.4
834,1973-09-18,103
835,1973-09-17,104
836,1973-09-14,100.3
837,1973-09-13,100.25
838,1973-09-12,102.25
839,1973-09-11,102.75
840,1973-09-10,104.75
841,1973-09-07,105.25
842,1973-09-06,105.5
843,1973-09-05,106.1
844,1973-09-04,105.1
845,1973-09-03,104.5
846,1973-08-31,103.5
847,1973-08-30,105.5
848,1973-08-29,107.3
849,1973-08-28,104
850,1973-08-24,101
851,1973-08-23,100.25
852,1973-08-22,103
853,1973-08-21,105.7
854,1973-08-20,109.5
855,1973-08-17,104
856,1973-08-16,103
857,1973-08-15,94
858,1973-08-14,95.5
859,1973-08-13,102
860,1973-08-10,106.75
861,1973-08-09,110
862,1973-08-08,113.75
863,1973-08-07,114.9
864,1973-08-06,115.5
865,1973-08-03,116
866,1973-08-02,116.1
867,1973-08-01,117.5
868,1973-07-31,115.6
869,1973-07-30,115.5
870,1973-07-27,117
871,1973-07-26,119.5
872,1973-07-25,118.5
873,1973-07-24,119.9
874,1973-07-23,118.75
875,1973-07-20,117.75
876,1973-07-19,114.25
877,1973-07-18,119.5
878,1973-07-17,121
879,1973-07-16,119.9
880,1973-07-13,121
881,1973-07-12,121
882,1973-07-11,119
883,1973-07-10,123
884,1973-07-09,126
885,1973-07-06,127
886,1973-07-05,123
887,1973-07-04,123.5
888,1973-07-03,122
889,1973-07-02,121
890,1973-06-29,123.25
891,1973-06-28,121.5
892,1973-06-27,122.25
893,1973-06-26,123.25
894,1973-06-25,118.5
895,1973-06-22,120
896,1973-06-21,120.5
897,1973-06-20,120
898,1973-06-19,120.25
899,1973-06-18,122.5
900,1973-06-15,120
901,1973-06-14,117.75
902,1973-06-13,115.5
903,1973-06-12,117.25
904,1973-06-11,115.5
905,1973-06-08,117.25
906,1973-06-07,118.5
907,1973-06-06,121.5
908,1973-06-05,126
909,1973-06-04,123.5
910,1973-06-01,117.75
911,1973-05-31,114.75
912,1973-05-30,113.25
913,1973-05-29,110
914,1973-05-25,106.5
915,1973-05-24,110
916,1973-05-23,109.75
917,1973-05-22,110.5
918,1973-05-21,112
919,1973-05-18,105.5
920,1973-05-17,104.25
921,1973-05-16,106.5
922,1973-05-15,110
923,1973-05-14,102.25
924,1973-05-11,96.7
925,1973-05-10,94.8
926,1973-05-09,92.75
927,1973-05-08,91.4
928,1973-05-07,90.3
929,1973-05-04,90.3
930,1973-05-03,90.3
931,1973-05-02,90.6
932,1973-05-01,90.7
933,1973-04-30,90.72
934,1973-04-27,90.6
935,1973-04-26,90.55
936,1973-04-25,90.15
937,1973-04-24,90.8
938,1973-04-19,90.75
939,1973-04-18,91
940,1973-04-17,90.25
941,1973-04-16,89.3
942,1973-04-13,90
943,1973-04-12,90.9
944,1973-04-11,91.25
945,1973-04-10,91
946,1973-04-09,91
947,1973-04-06,90.75
948,1973-04-05,90.9
949,1973-04-04,90.25
950,1973-04-03,90
951,1973-04-02,89.25
952,1973-03-30,90
953,1973-03-29,89.25
954,1973-03-28,88.5
955,1973-03-27,90
956,1973-03-26,90
957,1973-03-23,84.5
958,1973-03-22,81.7
959,1973-03-21,81.6
960,1973-03-20,82.25
961,1973-03-19,82.25
962,1973-03-16,82.75
963,1973-03-15,82.75
964,1973-03-14,80
965,1973-03-13,80
966,1973-03-12,82.5
967,1973-03-09,82.88
968,1973-03-08,83.75
969,1973-03-07,82.5
970,1973-03-06,83
971,1973-03-05,84
972,1973-03-02,86.3
973,1973-03-01,85.7
974,1973-02-28,85
975,1973-02-27,83.7
976,1973-02-26,80.7
977,1973-02-23,85
978,1973-02-22,86.5
979,1973-02-21,79.3
980,1973-02-20,76.5
981,1973-02-19,74.9
982,1973-02-16,73.3
983,1973-02-15,73.65
984,1973-02-14,72.3
985,1973-02-13,68.9
986,1973-02-12,68.55
987,1973-02-09,68.1
988,1973-02-08,69
989,1973-02-07,68.65
990,1973-02-06,68.8
991,1973-02-05,67.6
992,1973-02-02,66.9
993,1973-02-01,66.6
994,1973-01-31,66
995,1973-01-30,66.08
996,1973-01-29,65.3
997,1973-01-26,65.5
998,1973-01-25,65.6
999,1973-01-24,64.95
1000,1973-01-23,65.2
1001,1973-01-22,65.2
1002,1973-01-19,64.5
1003,1973-01-18,63.9
1004,1973-01-17,64.65
1005,1973-01-16,65.1
1006,1973-01-15,65.1
1007,1973-01-12,65.15
1008,1973-01-11,65.03
1009,1973-01-10,65
1010,1973-01-09,65.15
1011,1973-01-08,65.1
1012,1973-01-05,65.25
1013,1973-01-04,64.9
1014,1973-01-03,65.3
1015,1973-01-02,65.1
1016,1974-12-30,195.25
1017,1974-12-27,195
1018,1974-12-24,NA
1019,1974-12-23,193
1020,1974-12-20,187.5
1021,1974-12-19,186.25
1022,1974-12-18,187
1023,1974-12-17,188.5
1024,1974-12-16,183
1025,1974-12-13,179.75
1026,1974-12-12,175.75
1027,1974-12-11,174.75
1028,1974-12-10,178
1029,1974-12-09,180.5
1030,1974-12-06,180.9
1031,1974-12-05,178.5
1032,1974-12-04,174.25
1033,1974-12-03,183
1034,1974-12-02,185.75
1035,1974-11-29,184
1036,1974-11-28,181.5
1037,1974-11-27,184.25
1038,1974-11-26,186
1039,1974-11-25,183.75
1040,1974-11-22,182
1041,1974-11-21,182.5
1042,1974-11-20,180.5
1043,1974-11-19,187.75
1044,1974-11-18,190.5
1045,1974-11-15,187.5
1046,1974-11-14,188.25
1047,1974-11-13,185.25
1048,1974-11-12,180
1049,1974-11-11,182
1050,1974-11-08,183
1051,1974-11-07,177.25
1052,1974-11-06,178
1053,1974-11-05,173.75
1054,1974-11-04,169.25
1055,1974-11-01,167.75
1056,1974-10-31,167
1057,1974-10-30,168
1058,1974-10-29,168.25
1059,1974-10-28,167.5
1060,1974-10-25,163.25
1061,1974-10-24,162
1062,1974-10-23,157.8
1063,1974-10-22,158
1064,1974-10-21,157
1065,1974-10-18,155.25
1066,1974-10-17,155
1067,1974-10-16,155
1068,1974-10-15,155
1069,1974-10-14,154.85
1070,1974-10-11,157
1071,1974-10-10,158.25
1072,1974-10-09,155.7
1073,1974-10-08,155.1
1074,1974-10-07,157.5
1075,1974-10-04,159
1076,1974-10-03,155.65
1077,1974-10-02,154
1078,1974-10-01,155.75
1079,1974-09-30,151.25
1080,1974-09-27,148.75
1081,1974-09-26,145.4
1082,1974-09-25,147.25
1083,1974-09-24,147.5
1084,1974-09-23,148
1085,1974-09-20,146
1086,1974-09-19,149.5
1087,1974-09-18,148
1088,1974-09-17,147.75
1089,1974-09-16,152.75
