,Date,Prices
2701,1980-05-07,510
2702,1980-05-06,512.5
2703,1980-05-02,512.5
2704,1980-05-01,490
2705,1980-04-30,518
2706,1980-04-29,513.75
2707,1980-04-28,524.25
2708,1980-04-25,551.5
2709,1980-04-24,515.7
2710,1980-04-23,506.5
2711,1980-04-22,502.4
2712,1980-04-21,506
2713,1980-04-18,515.6
2714,1980-04-17,513
2715,1980-04-16,520
2716,1980-04-15,497.5
2717,1980-04-14,529.75
2718,1980-04-11,530.5
2719,1980-04-10,526
2720,1980-04-09,554
2721,1980-04-08,528
2722,1980-04-03,485.75
2723,1980-04-02,500.5
2724,1980-04-01,509.5
2725,1980-03-31,494.5
2726,1980-03-28,490
2727,1980-03-27,485.25
2728,1980-03-26,507.5
2729,1980-03-25,547.25
2730,1980-03-24,558.25
2731,1980-03-21,525
2732,1980-03-20,561
2733,1980-03-19,527
2734,1980-03-18,481.5
2735,1980-03-17,484
2736,1980-03-14,523
2737,1980-03-13,556.5
2738,1980-03-12,585.7
2739,1980-03-11,570.25
2740,1980-03-10,585
2741,1980-03-07,609
2742,1980-03-06,626
2743,1980-03-05,643.5
2744,1980-03-04,631.25
2745,1980-03-03,633.75
2746,1980-02-29,637
2747,1980-02-28,646
2748,1980-02-27,636
2749,1980-02-26,642.25
2750,1980-02-25,616.5
2751,1980-02-22,630
2752,1980-02-21,665
2753,1980-02-20,606
2754,1980-02-19,652.25
2755,1980-02-18,661.5
2756,1980-02-15,667
2757,1980-02-14,682
2758,1980-02-13,696.75
2759,1980-02-12,694.5
2760,1980-02-11,710.5
2761,1980-02-08,692
2762,1980-02-07,699.25
2763,1980-02-06,709
2764,1980-02-05,682
2765,1980-02-04,669.75
2766,1980-02-01,676.5
2767,1980-01-31,653
2768,1980-01-30,691
2769,1980-01-29,674.25
2770,1980-01-28,624
2771,1980-01-25,668
2772,1980-01-24,717
2773,1980-01-23,695
2774,1980-01-22,737.5
2775,1980-01-21,850
2776,1980-01-18,835
2777,1980-01-17,750
2778,1980-01-16,760
2779,1980-01-15,684
2780,1980-01-14,660
2781,1980-01-11,623
2782,1980-01-10,602.85
2783,1980-01-09,607.2
2784,1980-01-08,610
2785,1980-01-07,633.5
2786,1980-01-04,588
2787,1980-01-03,634
2788,1980-01-02,559.5
2789,1981-12-31,NA
2790,1981-12-30,397.5
2791,1981-12-29,395
2792,1981-12-24,NA
2793,1981-12-23,400.4
2794,1981-12-22,399.6
2795,1981-12-21,410.5
2796,1981-12-18,415.75
2797,1981-12-17,416.25
2798,1981-12-16,416.75
2799,1981-12-15,413.25
2800,1981-12-14,417.5
2801,1981-12-11,409.75
2802,1981-12-10,405.5
2803,1981-12-09,410.25
2804,1981-12-08,415.25
2805,1981-12-07,416.75
2806,1981-12-04,426
2807,1981-12-03,416.5
2808,1981-12-02,406.75
2809,1981-12-01,402.5
2810,1981-11-30,414.5
2811,1981-11-27,411.5
2812,1981-11-26,409.5
2813,1981-11-25,409.5
2814,1981-11-24,399.25
2815,1981-11-23,396.75
2816,1981-11-20,401.5
2817,1981-11-19,401
2818,1981-11-18,403.75
2819,1981-11-17,398.75
2820,1981-11-16,404.25
2821,1981-11-13,412.5
2822,1981-11-12,411.5
2823,1981-11-11,412
2824,1981-11-10,418.5
2825,1981-11-09,429.75
2826,1981-11-06,428.25
2827,1981-11-05,428.5
2828,1981-11-04,431.25
2829,1981-11-03,428.25
2830,1981-11-02,430
2831,1981-10-30,427
2832,1981-10-29,424.5
2833,1981-10-28,430.8
2834,1981-10-27,427.4
2835,1981-10-26,426
2836,1981-10-23,432.5
2837,1981-10-22,433.75
2838,1981-10-21,429
2839,1981-10-20,437.3
2840,1981-10-19,436.7
2841,1981-10-16,443.75
2842,1981-10-15,446.65
2843,1981-10-14,444.25
2844,1981-10-13,443.25
2845,1981-10-12,449.5
2846,1981-10-09,453.5
2847,1981-10-08,443.25
2848,1981-10-07,445.5
2849,1981-10-06,443
2850,1981-10-05,441.25
2851,1981-10-02,435
2852,1981-10-01,436.75
2853,1981-09-30,428.75
2854,1981-09-29,431.75
2855,1981-09-28,421.5
2856,1981-09-25,450.5
2857,1981-09-24,446.25
2858,1981-09-23,456.5
2859,1981-09-22,462
2860,1981-09-21,463.5
2861,1981-09-18,447
2862,1981-09-17,459
2863,1981-09-16,449
2864,1981-09-15,456
2865,1981-09-14,451.25
2866,1981-09-11,448.25
2867,1981-09-10,451.5
2868,1981-09-09,436.75
2869,1981-09-08,439
2870,1981-09-07,436.5
2871,1981-09-04,439.5
2872,1981-09-03,436.5
2873,1981-09-02,430
2874,1981-09-01,421.5
2875,1981-08-28,425
2876,1981-08-27,411.75
2877,1981-08-26,414
2878,1981-08-25,409.75
2879,1981-08-24,422
2880,1981-08-21,429.5
2881,1981-08-20,429
2882,1981-08-19,431.5
2883,1981-08-18,420
2884,1981-08-17,411.5
2885,1981-08-14,413
2886,1981-08-13,407.25
2887,1981-08-12,417.5
2888,1981-08-11,401
2889,1981-08-10,393.75
2890,1981-08-07,397.25
2891,1981-08-06,393.25
2892,1981-08-05,392.4
2893,1981-08-04,391.25
2894,1981-08-03,392.5
2895,1981-07-31,406
2896,1981-07-30,402.25
2897,1981-07-28,401.5
2898,1981-07-27,408.75
2899,1981-07-24,407.5
2900,1981-07-23,407.75
2901,1981-07-22,411.5
2902,1981-07-21,406
2903,1981-07-20,412.5
2904,1981-07-17,415
2905,1981-07-16,418.25
2906,1981-07-15,412.25
2907,1981-07-14,402.25
2908,1981-07-13,413
2909,1981-07-10,416.5
2910,1981-07-09,406.25
2911,1981-07-08,397.75
2912,1981-07-07,405
2913,1981-07-06,403.75
2914,1981-07-03,414
2915,1981-07-02,414.5
2916,1981-07-01,422
2917,1981-06-30,426
2918,1981-06-29,428.75
2919,1981-06-26,442
2920,1981-06-25,446.5
2921,1981-06-24,462
2922,1981-06-23,466.5
2923,1981-06-22,462
2924,1981-06-19,458.25
2925,1981-06-18,459
2926,1981-06-17,461.75
2927,1981-06-16,461.5
2928,1981-06-15,471.75
2929,1981-06-12,472
2930,1981-06-11,464.25
2931,1981-06-10,465.25
2932,1981-06-09,460.5
2933,1981-06-08,473.5
2934,1981-06-05,460
2935,1981-06-04,462.5
2936,1981-06-03,475.5
2937,1981-06-02,474
2938,1981-06-01,483.25
2939,1981-05-29,479.25
2940,1981-05-28,479
2941,1981-05-27,466.75
2942,1981-05-26,466.5
2943,1981-05-22,472.75
2944,1981-05-21,475
2945,1981-05-20,479.75
2946,1981-05-19,481.5
2947,1981-05-18,481.75
2948,1981-05-15,485
2949,1981-05-14,476.5
2950,1981-05-13,484.25
2951,1981-05-12,484
2952,1981-05-11,493
2953,1981-05-08,485.75
2954,1981-05-07,477.75
2955,1981-05-06,482
2956,1981-05-05,476.25
2957,1981-05-01,487.5
2958,1981-04-30,482.75
2959,1981-04-29,477.25
2960,1981-04-28,482.75
2961,1981-04-27,483
2962,1981-04-24,494.5
2963,1981-04-23,488.5
2964,1981-04-22,501
2965,1981-04-21,481
2966,1981-04-16,482.5
2967,1981-04-15,476.25
2968,1981-04-14,483
2969,1981-04-13,473.75
2970,1981-04-10,493.5
2971,1981-04-09,503
2972,1981-04-08,508.5
2973,1981-04-07,514.25
2974,1981-04-06,533.75
2975,1981-04-03,523
2976,1981-04-02,519.5
2977,1981-04-01,514.25
2978,1981-03-31,513.75
2979,1981-03-30,526.5
2980,1981-03-27,538.75
2981,1981-03-26,539.5
2982,1981-03-25,528
2983,1981-03-24,536.25
2984,1981-03-23,526
2985,1981-03-20,516.75
2986,1981-03-19,510
2987,1981-03-18,506
2988,1981-03-17,493.25
2989,1981-03-16,499.75
2990,1981-03-13,492
2991,1981-03-12,478
2992,1981-03-11,476.25
2993,1981-03-10,487.25
2994,1981-03-09,474.25
2995,1981-03-06,467
2996,1981-03-05,461.5
2997,1981-03-04,465.5
2998,1981-03-03,471
2999,1981-03-02,465.5
3000,1981-02-27,489
3001,1981-02-26,492
3002,1981-02-25,500.5
3003,1981-02-24,503
3004,1981-02-23,501.5
3005,1981-02-20,511.5
3006,1981-02-19,503.25
3007,1981-02-18,505
3008,1981-02-17,500.75
3009,1981-02-16,490.25
3010,1981-02-13,491.5
3011,1981-02-12,490.25
3012,1981-02-11,501
3013,1981-02-10,519.5
3014,1981-02-09,512.5
3015,1981-02-06,500.5
3016,1981-02-05,498.5
3017,1981-02-04,505
3018,1981-02-03,486.25
3019,1981-02-02,493.5
3020,1981-01-30,506.5
3021,1981-01-29,493.75
3022,1981-01-28,523.5
3023,1981-01-27,524
3024,1981-01-26,528.5
3025,1981-01-23,553
3026,1981-01-22,564
3027,1981-01-21,578
3028,1981-01-20,562
3029,1981-01-19,566.75
3030,1981-01-16,560.75
3031,1981-01-15,571.5
3032,1981-01-14,556.5
3033,1981-01-13,562.75
3034,1981-01-12,562
3035,1981-01-09,577.75
3036,1981-01-08,574.75
3037,1981-01-07,585
3038,1981-01-06,599.25
3039,1981-01-05,597.5
3040,1982-12-31,NA
3041,1982-12-30,456.9
3042,1982-12-29,460.5
3043,1982-12-24,NA
3044,1982-12-23,445.75
3045,1982-12-22,447.25
3046,1982-12-21,442.25
3047,1982-12-20,440.25
3048,1982-12-17,437
3049,1982-12-16,440.25
3050,1982-12-15,437.5
3051,1982-12-14,449.4
3052,1982-12-13,438.75
3053,1982-12-10,435.75
3054,1982-12-09,437.5
3055,1982-12-08,445
3056,1982-12-07,454.5
3057,1982-12-06,445.25
3058,1982-12-03,441.25
3059,1982-12-02,446.25
3060,1982-12-01,440.25
3061,1982-11-30,436
3062,1982-11-29,434
3063,1982-11-26,417.75
3064,1982-11-25,410.5
3065,1982-11-24,409.25
3066,1982-11-23,406
3067,1982-11-22,410.5
3068,1982-11-19,417.6
3069,1982-11-18,408.5
3070,1982-11-17,412.5
3071,1982-11-16,407.5
3072,1982-11-15,403.25
3073,1982-11-12,398
3074,1982-11-11,401.25
3075,1982-11-10,411
3076,1982-11-09,409.25
3077,1982-11-08,407.25
3078,1982-11-05,417.5
3079,1982-11-04,424.75
3080,1982-11-03,427.5
3081,1982-11-02,431
3082,1982-11-01,427.25
3083,1982-10-29,423.25
3084,1982-10-28,418.25
3085,1982-10-27,417.75
3086,1982-10-26,419.25
3087,1982-10-25,418.6
3088,1982-10-22,428
3089,1982-10-21,432.5
3090,1982-10-20,422
3091,1982-10-19,441.5
3092,1982-10-18,428.25
3093,1982-10-15,432.5
3094,1982-10-14,448
3095,1982-10-13,428.75
3096,1982-10-12,441.25
3097,1982-10-11,430
3098,1982-10-08,433
3099,1982-10-07,418.5
3100,1982-10-06,404
3101,1982-10-05,390.25
3102,1982-10-04,387.5
3103,1982-10-01,402
3104,1982-09-30,397
3105,1982-09-29,409.75
3106,1982-09-28,410.5
3107,1982-09-27,413.75
3108,1982-09-24,431
3109,1982-09-23,435.85
3110,1982-09-22,443.75
3111,1982-09-21,426.5
3112,1982-09-20,424.25
3113,1982-09-17,441.5
3114,1982-09-16,448.5
3115,1982-09-15,443.25
3116,1982-09-14,454.25
3117,1982-09-13,439
3118,1982-09-10,453
3119,1982-09-09,466
3120,1982-09-08,458
3121,1982-09-07,481
3122,1982-09-06,474
3123,1982-09-03,455
3124,1982-09-02,409.75
3125,1982-09-01,405.25
3126,1982-08-31,411.5
3127,1982-08-27,418
3128,1982-08-26,417
3129,1982-08-25,401
3130,1982-08-24,407.75
3131,1982-08-23,394.5
3132,1982-08-20,386.5
3133,1982-08-19,356.65
3134,1982-08-18,357.75
3135,1982-08-17,337.75
3136,1982-08-16,341.75
3137,1982-08-13,338
3138,1982-08-12,334.75
3139,1982-08-11,333.5
3140,1982-08-10,338.25
3141,1982-08-09,336
3142,1982-08-06,344.75
3143,1982-08-05,346.5
3144,1982-08-04,346.25
3145,1982-08-03,349.25
3146,1982-08-02,351.35
3147,1982-07-30,342.9
3148,1982-07-29,342.5
3149,1982-07-28,347
3150,1982-07-27,351.25
3151,1982-07-26,352.25
3152,1982-07-23,363.25
3153,1982-07-22,353
3154,1982-07-21,366.5
3155,1982-07-20,347.75
3156,1982-07-19,347.5
3157,1982-07-16,347
3158,1982-07-15,350.25
3159,1982-07-14,352.75
3160,1982-07-13,352.5
3161,1982-07-12,343
3162,1982-07-09,328.5
3163,1982-07-08,313.5
3164,1982-07-07,306.75
3165,1982-07-06,311
3166,1982-07-05,315.25
3167,1982-07-02,312.75
3168,1982-07-01,310.25
3169,1982-06-30,317.5
3170,1982-06-29,309
3171,1982-06-28,303.75
3172,1982-06-25,305.5
3173,1982-06-24,310.25
3174,1982-06-23,304
3175,1982-06-22,304
3176,1982-06-21,296.75
3177,1982-06-18,308.75
3178,1982-06-17,309
3179,1982-06-16,317
3180,1982-06-15,315
3181,1982-06-14,320.75
3182,1982-06-11,325.25
3183,1982-06-10,326.75
3184,1982-06-09,326
3185,1982-06-08,328.75
3186,1982-06-07,325.25
3187,1982-06-04,318.75
3188,1982-06-03,320.35
3189,1982-06-02,318.5
3190,1982-06-01,318.75
3191,1982-05-28,325.25
3192,1982-05-27,324.25
3193,1982-05-26,330.25
3194,1982-05-25,327.9
3195,1982-05-24,329
3196,1982-05-21,338.5
3197,1982-05-20,342.5
3198,1982-05-19,342
3199,1982-05-18,338
3200,1982-05-17,338.5
3201,1982-05-14,333.25
3202,1982-05-13,331
3203,1982-05-12,331.5
3204,1982-05-11,332.25
3205,1982-05-10,329
3206,1982-05-07,334.75
3207,1982-05-06,334.5
3208,1982-05-05,338.4
3209,1982-05-04,341.75
3210,1982-04-30,361.25
3211,1982-04-29,348.75
3212,1982-04-28,354.5
3213,1982-04-27,351.75
3214,1982-04-26,357
3215,1982-04-23,352.25
3216,1982-04-22,345
3217,1982-04-21,346.75
3218,1982-04-20,343
3219,1982-04-19,357
3220,1982-04-16,362.75
3221,1982-04-15,363.25
3222,1982-04-14,366.75
3223,1982-04-13,353.5
3224,1982-04-08,351.5
3225,1982-04-07,354
3226,1982-04-06,345.5
3227,1982-04-05,337.5
3228,1982-04-02,327.75
3229,1982-04-01,327
3230,1982-03-31,320
3231,1982-03-30,324.25
3232,1982-03-29,318.5
3233,1982-03-26,322.25
3234,1982-03-25,327.75
3235,1982-03-24,331.75
3236,1982-03-23,329.25
3237,1982-03-22,320.8
3238,1982-03-19,315.75
3239,1982-03-18,320
3240,1982-03-17,316
3241,1982-03-16,324.5
3242,1982-03-15,312
3243,1982-03-12,323.25
3244,1982-03-11,331.75
3245,1982-03-10,333
3246,1982-03-09,329.25
3247,1982-03-08,330.5
3248,1982-03-05,342.4
3249,1982-03-04,346.5
3250,1982-03-03,353.75
3251,1982-03-02,361.25
3252,1982-03-01,361.25
3253,1982-02-26,362.6
3254,1982-02-25,366.45
3255,1982-02-24,362.75
3256,1982-02-23,361
3257,1982-02-22,364.25
3258,1982-02-19,369.25
3259,1982-02-18,369.25
3260,1982-02-17,374
3261,1982-02-16,375.25
3262,1982-02-15,375.25
3263,1982-02-12,377.5
3264,1982-02-11,380
3265,1982-02-10,382.15
3266,1982-02-09,378.5
3267,1982-02-08,379.75
3268,1982-02-05,384.25
3269,1982-02-04,383.75
3270,1982-02-03,378
3271,1982-02-02,379.15
3272,1982-02-01,379.5
3273,1982-01-29,387
3274,1982-01-28,383.5
3275,1982-01-27,381.75
3276,1982-01-26,376.5
3277,1982-01-25,372
3278,1982-01-22,377.25
3279,1982-01-21,376
3280,1982-01-20,371.5
3281,1982-01-19,375.25
3282,1982-01-18,373.75
3283,1982-01-15,379.25
3284,1982-01-14,374.75
3285,1982-01-13,380
3286,1982-01-12,389
3287,1982-01-11,388.25
3288,1982-01-08,400.25
3289,1982-01-07,396.5
3290,1982-01-06,401.5
3291,1982-01-05,403.5
3292,1982-01-04,395
3293,1983-12-30,NA
3294,1983-12-29,382.4
3295,1983-12-28,378
3296,1983-12-23,NA
3297,1983-12-22,378.9
3298,1983-12-21,378.6
3299,1983-12-20,378.1
3300,1983-12-19,375
3301,1983-12-16,377.25
3302,1983-12-15,388.75
3303,1983-12-14,389
3304,1983-12-13,389.2
3305,1983-12-12,391.25
3306,1983-12-09,388.75
3307,1983-12-08,401
3308,1983-12-07,399.75
3309,1983-12-06,397
3310,1983-12-05,397.25
3311,1983-12-02,400.75
3312,1983-12-01,399.25
3313,1983-11-30,405
3314,1983-11-29,391.5
3315,1983-11-28,394.25
3316,1983-11-25,376.1
3317,1983-11-24,375.5
3318,1983-11-23,375.75
3319,1983-11-22,376.5
3320,1983-11-21,374.25
3321,1983-11-18,375.25
3322,1983-11-17,375.75
3323,1983-11-16,383.25
3324,1983-11-15,383.25
3325,1983-11-14,382.6
3326,1983-11-11,382
3327,1983-11-10,381.8
3328,1983-11-09,383
3329,1983-11-08,382.25
3330,1983-11-07,379
3331,1983-11-04,381
3332,1983-11-03,377.75
3333,1983-11-02,383
3334,1983-11-01,377.75
3335,1983-10-31,382
3336,1983-10-28,387.75
3337,1983-10-27,384.5
3338,1983-10-26,392.6
3339,1983-10-25,398
3340,1983-10-24,394.5
3341,1983-10-21,394.25
3342,1983-10-20,389.75
3343,1983-10-19,394
3344,1983-10-18,397.25
3345,1983-10-17,395
3346,1983-10-14,398.75
3347,1983-10-13,398.65
3348,1983-10-12,394.75
3349,1983-10-11,399
3350,1983-10-10,401
3351,1983-10-07,397.4
3352,1983-10-06,394
3353,1983-10-05,389.5
3354,1983-10-04,393.5
3355,1983-10-03,389
3356,1983-09-30,405
3357,1983-09-29,408.75
3358,1983-09-28,413.6
3359,1983-09-27,412.25
3360,1983-09-26,415
3361,1983-09-23,413
3362,1983-09-22,407.75
3363,1983-09-21,411.25
3364,1983-09-20,412.35
3365,1983-09-19,412.25
3366,1983-09-16,405.5
3367,1983-09-15,405.25
3368,1983-09-14,401.75
3369,1983-09-13,406.75
3370,1983-09-12,415.75
3371,1983-09-09,414.75
3372,1983-09-08,414
3373,1983-09-07,413.25
3374,1983-09-06,418.25
3375,1983-09-05,419.1
3376,1983-09-02,417.5
3377,1983-09-01,416.6
3378,1983-08-31,414.25
3379,1983-08-30,418.1
3380,1983-08-26,417
3381,1983-08-25,423.25
3382,1983-08-24,424
3383,1983-08-23,426.4
3384,1983-08-22,421.75
3385,1983-08-19,417.75
3386,1983-08-18,421.5
3387,1983-08-17,422.5
3388,1983-08-16,420.5
3389,1983-08-15,416
3390,1983-08-12,412.45
3391,1983-08-11,411.75
3392,1983-08-10,408.25
3393,1983-08-09,413
3394,1983-08-08,408.5
3395,1983-08-05,409.75
3396,1983-08-04,414
3397,1983-08-03,411
3398,1983-08-02,414.25
3399,1983-08-01,411.25
3400,1983-07-29,422
3401,1983-07-28,425.5
3402,1983-07-27,426.25
3403,1983-07-26,425.5
3404,1983-07-25,422
3405,1983-07-22,423.5
3406,1983-07-21,429.75
3407,1983-07-20,428.25
3408,1983-07-19,423.75
3409,1983-07-18,422.4
3410,1983-07-15,422.25
3411,1983-07-14,426.25
3412,1983-07-13,427.25
3413,1983-07-12,429
3414,1983-07-11,430.5
3415,1983-07-08,426
3416,1983-07-07,412.25
3417,1983-07-06,411.65
3418,1983-07-05,410.75
3419,1983-07-04,416
3420,1983-07-01,416.25
3421,1983-06-30,416
3422,1983-06-29,414.85
3423,1983-06-28,416
3424,1983-06-27,419.5
3425,1983-06-24,423.5
3426,1983-06-23,420.5
3427,1983-06-22,420.5
3428,1983-06-21,414.75
3429,1983-06-20,415.75
3430,1983-06-17,415.5
3431,1983-06-16,412.5
3432,1983-06-15,408.25
3433,1983-06-14,407.9
3434,1983-06-13,413
3435,1983-06-10,411.25
3436,1983-06-09,407.75
3437,1983-06-08,403
3438,1983-06-07,400.25
3439,1983-06-06,407.75
3440,1983-06-03,411.5
3441,1983-06-02,412.5
3442,1983-06-01,410
3443,1983-05-31,437.5
3444,1983-05-27,437.25
3445,1983-05-26,440
3446,1983-05-25,441.75
3447,1983-05-24,436.8
3448,1983-05-23,432.75
3449,1983-05-20,438.75
3450,1983-05-19,442.6
3451,1983-05-18,442.75
3452,1983-05-17,440.75
3453,1983-05-16,436.25
3454,1983-05-13,441.25
3455,1983-05-12,439.75
3456,1983-05-11,443
3457,1983-05-10,443.75
3458,1983-05-09,434
3459,1983-05-06,431.25
3460,1983-05-05,433.75
3461,1983-05-04,432.75
3462,1983-05-03,433.5
3463,1983-04-29,429.25
3464,1983-04-28,428.5
3465,1983-04-27,434.25
3466,1983-04-26,435.5
3467,1983-04-25,441.5
3468,1983-04-22,437
3469,1983-04-21,439.5
3470,1983-04-20,433.75
3471,1983-04-19,439.5
3472,1983-04-18,443
3473,1983-04-15,436.5
3474,1983-04-14,435.5
3475,1983-04-13,429.25
3476,1983-04-12,432.75
3477,1983-04-11,426.75
3478,1983-04-08,421.25
3479,1983-04-07,425.75
3480,1983-04-06,428.5
3481,1983-04-05,426.75
3482,1983-03-31,414.75
3483,1983-03-30,418
3484,1983-03-29,412.75
3485,1983-03-28,408.75
3486,1983-03-25,411.75
3487,1983-03-24,415.5
3488,1983-03-23,410
3489,1983-03-22,421.25
3490,1983-03-21,414.5
3491,1983-03-18,421.75
3492,1983-03-17,416.5
3493,1983-03-16,419
3494,1983-03-15,434.5
3495,1983-03-14,428.5
3496,1983-03-11,420.5
3497,1983-03-10,434.75
3498,1983-03-09,426
3499,1983-03-08,417.5
3500,1983-03-07,420.75
3501,1983-03-04,412.5
3502,1983-03-03,429.5
3503,1983-03-02,430
3504,1983-03-01,414
3505,1983-02-28,408.5
3506,1983-02-25,464.75
3507,1983-02-24,475
3508,1983-02-23,470.25
3509,1983-02-22,485.5
3510,1983-02-21,504.5
3511,1983-02-18,503.5
3512,1983-02-17,504.75
3513,1983-02-16,508.5
3514,1983-02-15,509.25
3515,1983-02-14,500.5
3516,1983-02-11,504.5
3517,1983-02-10,496
3518,1983-02-09,492.25
3519,1983-02-08,497.25
3520,1983-02-07,490.25
3521,1983-02-04,498.5
3522,1983-02-03,503.5
3523,1983-02-02,498.25
3524,1983-02-01,508.5
3525,1983-01-31,499.5
3526,1983-01-28,493.75
3527,1983-01-27,496.5
3528,1983-01-26,486.5
3529,1983-01-25,488.75
3530,1983-01-24,476
3531,1983-01-21,485
3532,1983-01-20,487.25
3533,1983-01-19,495.5
3534,1983-01-18,485
3535,1983-01-17,498.5
3536,1983-01-14,483.25
3537,1983-01-13,488.25
3538,1983-01-12,480.5
3539,1983-01-11,484.5
3540,1983-01-10,474
3541,1983-01-07,465
3542,1983-01-06,454.5
3543,1983-01-05,454
3544,1983-01-04,449.5
3545,1984-12-31,308.3
3546,1984-12-28,309.2
3547,1984-12-27,NA
3548,1984-12-21,311
3549,1984-12-20,307.5
3550,1984-12-19,309.3
3551,1984-12-18,309
3552,1984-12-17,315
3553,1984-12-14,322.5
3554,1984-12-13,324.25
3555,1984-12-12,324.5
3556,1984-12-11,326.75
3557,1984-12-10,326.25
3558,1984-12-07,327
3559,1984-12-06,330.75
3560,1984-12-05,329.9
3561,1984-12-04,332
3562,1984-12-03,329.5
3563,1984-11-30,329
3564,1984-11-29,330.6
3565,1984-11-28,329
3566,1984-11-27,332.9
3567,1984-11-26,336.9
3568,1984-11-23,341.5
3569,1984-11-22,341.95
3570,1984-11-21,340.3
3571,1984-11-20,342.65
3572,1984-11-19,343.4
3573,1984-11-16,345
3574,1984-11-15,343.75
3575,1984-11-14,345.8
3576,1984-11-13,350.45
3577,1984-11-12,345.75
3578,1984-11-09,346.8
3579,1984-11-08,347.1
3580,1984-11-07,347.6
3581,1984-11-06,346.1
3582,1984-11-05,342.45
3583,1984-11-02,343.1
3584,1984-11-01,333.8
3585,1984-10-31,333.5
3586,1984-10-30,335.5
3587,1984-10-29,336.25
3588,1984-10-26,337.6
3589,1984-10-25,338.5
3590,1984-10-24,340
3591,1984-10-23,340
3592,1984-10-22,338.4
3593,1984-10-19,339.5
3594,1984-10-18,339.5
3595,1984-10-17,340.55
3596,1984-10-16,339.5
3597,1984-10-15,338.65
3598,1984-10-12,338.9
3599,1984-10-11,338.1
3600,1984-10-10,337.75
3601,1984-10-09,341
3602,1984-10-08,341.6
3603,1984-10-05,343.8
3604,1984-10-04,346.25
3605,1984-10-03,348.5
3606,1984-10-02,345.25
3607,1984-10-01,345.4
3608,1984-09-28,343.75
3609,1984-09-27,345.25
3610,1984-09-26,346.1
3611,1984-09-25,345
3612,1984-09-24,347.75
3613,1984-09-21,343.5
3614,1984-09-20,338.75
3615,1984-09-19,340
3616,1984-09-18,336.75
3617,1984-09-17,335.25
3618,1984-09-14,341.45
3619,1984-09-13,336.85
3620,1984-09-12,338.5
3621,1984-09-11,340.3
3622,1984-09-10,338.45
3623,1984-09-07,339.75
3624,1984-09-06,340.5
3625,1984-09-05,338.25
3626,1984-09-04,341.2
3627,1984-09-03,344.5
3628,1984-08-31,348.25
3629,1984-08-30,347.25
3630,1984-08-29,350.5
3631,1984-08-28,349.75
3632,1984-08-24,350
3633,1984-08-23,351.25
3634,1984-08-22,345
3635,1984-08-21,346
3636,1984-08-20,349.3
3637,1984-08-17,352
3638,1984-08-16,352.25
3639,1984-08-15,350.9
3640,1984-08-14,354
3641,1984-08-13,343.5
3642,1984-08-10,346.75
3643,1984-08-09,344.25
3644,1984-08-08,344.5
3645,1984-08-07,342
3646,1984-08-06,349.25
3647,1984-08-03,349.25
3648,1984-08-02,344
3649,1984-08-01,339
3650,1984-07-31,342.35
3651,1984-07-30,338.5
3652,1984-07-27,335.25
3653,1984-07-26,344.2
3654,1984-07-25,341.75
3655,1984-07-24,338.5
3656,1984-07-23,335
3657,1984-07-20,342
3658,1984-07-19,350.2
3659,1984-07-18,345.75
3660,1984-07-17,347.15
3661,1984-07-16,350.1
3662,1984-07-13,345
3663,1984-07-12,341.15
3664,1984-07-11,339.25
3665,1984-07-10,344.25
3666,1984-07-09,338.5
3667,1984-07-06,353.25
3668,1984-07-05,364.8
3669,1984-07-04,369
3670,1984-07-03,368.35
3671,1984-07-02,370
3672,1984-06-29,373.05
3673,1984-06-28,372.9
3674,1984-06-27,369.32
3675,1984-06-26,369.5
3676,1984-06-25,369.25
3677,1984-06-22,374.25
3678,1984-06-21,370.75
3679,1984-06-20,370
3680,1984-06-19,370.6
3681,1984-06-18,367.9
3682,1984-06-15,368
3683,1984-06-14,375.6
3684,1984-06-13,374
3685,1984-06-12,375
3686,1984-06-11,382.5
3687,1984-06-08,386
3688,1984-06-07,392.2
3689,1984-06-06,391.65
3690,1984-06-05,393.75
3691,1984-06-04,391
3692,1984-06-01,393.75
3693,1984-05-31,384.25
3694,1984-05-30,386.4
3695,1984-05-29,385.6
3696,1984-05-25,384.2
3697,1984-05-24,375.65
3698,1984-05-23,378.55
3699,1984-05-22,379.5
3700,1984-05-21,380.75
3701,1984-05-18,375.6
3702,1984-05-17,376.5
3703,1984-05-16,375.25
3704,1984-05-15,373.25
3705,1984-05-14,372.55
3706,1984-05-11,372.5
3707,1984-05-10,371.75
3708,1984-05-09,372.6
3709,1984-05-08,371.5
3710,1984-05-04,376.7
3711,1984-05-03,378.5
3712,1984-05-02,377.35
3713,1984-05-01,376.5
3714,1984-04-30,375.8
3715,1984-04-27,379.25
3716,1984-04-26,379.9
3717,1984-04-25,382.3
3718,1984-04-24,383.25
3719,1984-04-19,384.9
3720,1984-04-18,380.52
3721,1984-04-17,380.2
3722,1984-04-16,380.1
3723,1984-04-13,379.25
3724,1984-04-12,381.9
3725,1984-04-11,384.5
3726,1984-04-10,381.35
3727,1984-04-09,382.4
3728,1984-04-06,380.25
3729,1984-04-05,381.2
3730,1984-04-04,381.25
3731,1984-04-03,380.4
3732,1984-04-02,387.2
3733,1984-03-30,388.5
3734,1984-03-29,390.25
3735,1984-03-28,385.75
3736,1984-03-27,388.85
3737,1984-03-26,387.4
3738,1984-03-23,387.9
3739,1984-03-22,389.35
